#index	label	wavelength	comment
130443	F  4      150.200A		level 2 line
130448	F  4      180.420A		level 2 line
130453	F  4      153.270A		level 2 line
130458	F  4      148.280A		level 2 line
130463	F  4      146.980A		level 2 line
130468	F  4      146.080A		level 2 line
130473	F  4      153.230A		level 2 line
130478	F  4      162.880A		level 2 line
130483	F  4      150.180A		level 2 line
130488	F  4      147.360A		level 2 line
130493	F  4      148.260A		level 2 line
130498	F  4      149.190A		level 2 line
130503	F  4      148.170A		level 2 line
130508	F  4      151.270A		level 2 line
130513	F  4      146.980A		level 2 line
130518	F  4      155.240A		level 2 line
130523	F  4      146.070A		level 2 line
130528	F  4      142.420A		level 2 line
130533	F  4      149.050A		level 2 line
130538	F  4      136.630A		level 2 line
130543	F  4      148.220A		level 2 line
130548	F  4      163.280A		level 2 line
130553	F  4      134.020A		level 2 line
130558	F  4      161.170A		level 2 line
130563	F  4      132.350A		level 2 line
130568	F  4      131.230A		level 2 line
130573	F  4      130.450A		level 2 line
130578	F  4      146.400A		level 2 line
130583	F  4      139.090A		level 2 line
130588	F  4      147.410A		level 2 line
130593	F  4      152.200A		level 2 line
130598	F  5      166.510A		level 2 line
130603	F  5      462.650A		level 2 line
130608	F  5      148.320A		level 2 line
130613	F  5      134.850A		level 2 line
130618	F  5      654.960A		level 2 line
130623	F  5      152.950A		level 2 line
130628	F  5      502.639A		level 2 line
130633	F  5      124.060A		level 2 line
130638	F  5      120.310A		level 2 line
130643	F  5      191.160A		level 2 line
130648	F  5      120.900A		level 2 line
130653	F  5      118.940A		level 2 line
130658	F  5      132.790A		level 2 line
130663	F  5      145.600A		level 2 line
130668	F  5      116.060A		level 2 line
130673	F  5      140.730A		level 2 line
130678	F  5      114.270A		level 2 line
130683	F  5      133.210A		level 2 line
130688	F  5      111.660A		level 2 line
130693	F  5      131.570A		level 2 line
130698	F  5      107.150A		level 2 line
130703	F  5      119.640A		level 2 line
130708	F  5      113.080A		level 2 line
130713	F  5      108.880A		level 2 line
130718	F  5      113.450A		level 2 line
130723	F  5      112.250A		level 2 line
130728	F  5      112.490A		level 2 line
130733	F  5      114.630A		level 2 line
130738	F  5      104.680A		level 2 line
130743	F  5      123.460A		level 2 line
130748	F  5      125.580A		level 2 line
130753	F  5      103.260A		level 2 line
130758	F  5      102.040A		level 2 line
130763	F  5      126.130A		level 2 line
130768	F  5      116.720A		level 2 line
130773	F  5      117.500A		level 2 line
130778	F  5      114.700A		level 2 line
130783	F  5      113.380A		level 2 line
130788	F  5      112.470A		level 2 line
130793	F  5      101.370A		level 2 line
130798	F  5      102.830A		level 2 line
130803	F  5      118.660A		level 2 line
130808	F  5      114.290A		level 2 line
130813	F  5      120.170A		level 2 line
130818	F  6      529.970A		level 2 line
130823	F  6      127.250A		level 2 line
130828	F  6      99.4500A		level 2 line
130833	F  6      91.1801A		level 2 line
130838	F  6      105.050A		level 2 line
130843	F  6      86.8199A		level 2 line
130848	F  6      84.6203A		level 2 line
130853	F  6      88.0902A		level 2 line
130858	F  6      83.2702A		level 2 line
130863	F  6      90.0901A		level 2 line
130868	F  6      82.2903A		level 2 line
130873	F  6      81.8699A		level 2 line
130878	F  6      81.6500A		level 2 line
130883	F  6      113.040A		level 2 line
130888	F  6      82.8000A		level 2 line
130893	F  7      113.210A		level 2 line
130898	F  7      892.921A		level 2 line
130903	F  7      86.9097A		level 2 line
130908	F  7      78.5102A		level 2 line
130913	F  7      74.6102A		level 2 line
130918	F  7      72.4401A		level 2 line
130923	F  7      71.1000A		level 2 line
130928	F  7      70.2198A		level 2 line
130933	F  7      69.5899A		level 2 line
130938	Ne 1      688.591A		level 2 line
130943	Ne 1      596.901A		level 2 line
130948	Ne 1      588.311A		level 2 line
130953	Ne 1      573.559A		level 2 line
130958	Ne 1      570.369A		level 2 line
130963	Ne 1      562.430A		level 2 line
130968	Ne 1      563.971A		level 2 line
130973	Ne 1      558.210A		level 2 line
130978	Ne 1      559.071A		level 2 line
130983	Ne 1      555.701A		level 2 line
130988	Ne 1      556.229A		level 2 line
130993	Ne 1      554.081A		level 2 line
130998	Ne 1      554.431A		level 2 line
131003	Ne 1      552.969A		level 2 line
131008	Ne 1      552.190A		level 2 line
131013	Ne 1      553.220A		level 2 line
131018	Ne 1      552.361A		level 2 line
131023	Ne 2      444.150A		level 2 line
131028	Ne 2      356.870A		level 2 line
131033	Ne 2      461.050A		level 2 line
131038	Ne 2      404.130A		level 2 line
131043	Ne 2      327.700A		level 2 line
131048	Ne 2      331.200A		level 2 line
131053	Ne 2      327.139A		level 2 line
131058	Ne 2      355.969A		level 2 line
131063	Ne 2      320.500A		level 2 line
131068	Ne 2      327.160A		level 2 line
131073	Ne 2      315.010A		level 2 line
131078	Ne 2      353.299A		level 2 line
131083	Ne 2      305.550A		level 2 line
131088	Ne 2      330.970A		level 2 line
131093	Ne 2      320.380A		level 2 line
131098	Ne 2      359.910A		level 2 line
131103	Ne 2      311.800A		level 2 line
131108	Ne 2      296.830A		level 2 line
131113	Ne 2      309.750A		level 2 line
131118	Ne 2      314.950A		level 2 line
131123	Ne 2      324.930A		level 2 line
131128	Ne 2      329.750A		level 2 line
131133	Ne 2      308.360A		level 2 line
131138	Ne 2      311.760A		level 2 line
131143	Ne 2      291.590A		level 2 line
131148	Ne 2      319.800A		level 2 line
131153	Ne 2      307.380A		level 2 line
131158	Ne 2      288.840A		level 2 line
131163	Ne 2      309.730A		level 2 line
131168	Ne 2      314.610A		level 2 line
131173	Ne 2      287.080A		level 2 line
131178	Ne 2      308.350A		level 2 line
131183	Ne 2      285.880A		level 2 line
131188	Ne 2      311.540A		level 2 line
131193	Ne 2      307.370A		level 2 line
131198	Ne 2      285.040A		level 2 line
131203	Ne 2      309.580A		level 2 line
131208	Ne 2      308.240A		level 2 line
131213	Ne 2      295.740A		level 2 line
131218	Ne 3      486.940A		level 2 line
131223	Ne 3      250.920A		level 2 line
131228	Ne 3      227.420A		level 2 line
131233	Ne 3      218.360A		level 2 line
131238	Ne 3      223.310A		level 2 line
131243	Ne 3      228.870A		level 2 line
131248	Ne 3      281.580A		level 2 line
131253	Ne 3      311.120A		level 2 line
131258	Ne 3      204.530A		level 2 line
131263	Ne 3      227.190A		level 2 line
131268	Ne 3      212.550A		level 2 line
131273	Ne 3      265.510A		level 2 line
131278	Ne 3      218.030A		level 2 line
131283	Ne 3      205.100A		level 2 line
131288	Ne 3      217.120A		level 2 line
131293	Ne 3      196.550A		level 2 line
131298	Ne 3      195.480A		level 2 line
131303	Ne 3      203.960A		level 2 line
131308	Ne 3      204.480A		level 2 line
131313	Ne 3      190.860A		level 2 line
131318	Ne 3      207.160A		level 2 line
131323	Ne 3      188.200A		level 2 line
131328	Ne 3      208.310A		level 2 line
131333	Ne 3      238.070A		level 2 line
131338	Ne 3      202.010A		level 2 line
131343	Ne 3      186.510A		level 2 line
131348	Ne 3      187.910A		level 2 line
131353	Ne 3      200.690A		level 2 line
131358	Ne 3      201.020A		level 2 line
131363	Ne 3      185.360A		level 2 line
131368	Ne 3      218.680A		level 2 line
131373	Ne 3      184.560A		level 2 line
131378	Ne 3      199.750A		level 2 line
131383	Ne 3      210.310A		level 2 line
131388	Ne 3      192.790A		level 2 line
131393	Ne 3      205.870A		level 2 line
131398	Ne 3      203.210A		level 2 line
131403	Ne 3      201.500A		level 2 line
131408	Ne 3      200.320A		level 2 line
131413	Ne 3      186.090A		level 2 line
131418	Ne 4      171.550A		level 2 line
131423	Ne 4      148.550A		level 2 line
131428	Ne 4      546.200A		level 2 line
131433	Ne 4      207.180A		level 2 line
131438	Ne 4      139.980A		level 2 line
131443	Ne 4      159.100A		level 2 line
131448	Ne 4      135.720A		level 2 line
131453	Ne 4      133.390A		level 2 line
131458	Ne 4      157.090A		level 2 line
131463	Ne 4      131.770A		level 2 line
131468	Ne 4      139.680A		level 2 line
131473	Ne 4      130.750A		level 2 line
131478	Ne 4      133.270A		level 2 line
131483	Ne 4      130.040A		level 2 line
131488	Ne 4      134.180A		level 2 line
131493	Ne 4      143.540A		level 2 line
131498	Ne 4      137.510A		level 2 line
131503	Ne 4      132.420A		level 2 line
131508	Ne 4      134.780A		level 2 line
131513	Ne 4      131.200A		level 2 line
131518	Ne 4      130.360A		level 2 line
131523	Ne 5      143.350A		level 2 line
131528	Ne 5      142.640A		level 2 line
131533	Ne 5      119.100A		level 2 line
131538	Ne 5      355.640A		level 2 line
131543	Ne 5      481.151A		level 2 line
131548	Ne 5      132.560A		level 2 line
131553	Ne 5      573.371A		level 2 line
131558	Ne 5      167.820A		level 2 line
131563	Ne 5      110.570A		level 2 line
131568	Ne 5      131.150A		level 2 line
131573	Ne 5      118.920A		level 2 line
131578	Ne 5      106.470A		level 2 line
131583	Ne 5      108.470A		level 2 line
131588	Ne 5      112.110A		level 2 line
131593	Ne 5      136.490A		level 2 line
131598	Ne 5      110.550A		level 2 line
131603	Ne 5      104.150A		level 2 line
131608	Ne 5      111.370A		level 2 line
131613	Ne 5      124.970A		level 2 line
131618	Ne 5      102.710A		level 2 line
131623	Ne 5      119.400A		level 2 line
131628	Ne 5      106.460A		level 2 line
131633	Ne 5      108.040A		level 2 line
131638	Ne 5      101.740A		level 2 line
131643	Ne 5      101.060A		level 2 line
131648	Ne 5      104.150A		level 2 line
131653	Ne 5      113.660A		level 2 line
131658	Ne 5      110.800A		level 2 line
131663	Ne 5      109.890A		level 2 line
131668	Ne 5      112.810A		level 2 line
131673	Ne 5      120.610A		level 2 line
131678	Ne 5      107.560A		level 2 line
131683	Ne 5      102.700A		level 2 line
131688	Ne 5      101.740A		level 2 line
131693	Ne 5      100.860A		level 2 line
131698	Ne 5      93.5200A		level 2 line
131703	Ne 5      101.060A		level 2 line
131708	Ne 5      97.0798A		level 2 line
131713	Ne 5      104.830A		level 2 line
131718	Ne 5      94.9595A		level 2 line
131723	Ne 5      103.140A		level 2 line
131728	Ne 5      92.6003A		level 2 line
131733	Ne 5      102.040A		level 2 line
131738	Ne 5      105.220A		level 2 line
131743	Ne 5      92.1701A		level 2 line
131748	Ne 5      101.280A		level 2 line
131753	Ne 5      106.310A		level 2 line
131758	Ne 5      92.7902A		level 2 line
131763	Ne 5      93.6601A		level 2 line
131768	Ne 5      103.180A		level 2 line
131773	Ne 6      122.920A		level 2 line
131778	Ne 6      400.030A		level 2 line
131783	Ne 6      999.201A		level 2 line
131788	Ne 6      111.440A		level 2 line
131793	Ne 6      98.4397A		level 2 line
131798	Ne 6      114.600A		level 2 line
131803	Ne 6      561.810A		level 2 line
131808	Ne 6      90.2299A		level 2 line
131813	Ne 6      431.980A		level 2 line
131818	Ne 6      89.7497A		level 2 line
131823	Ne 6      109.570A		level 2 line
131828	Ne 6      138.790A		level 2 line
131833	Ne 6      101.380A		level 2 line
131838	Ne 6      86.3401A		level 2 line
131843	Ne 6      82.4198A		level 2 line
131848	Ne 6      89.8602A		level 2 line
131853	Ne 6      101.590A		level 2 line
131858	Ne 6      84.1602A		level 2 line
131863	Ne 6      102.740A		level 2 line
131868	Ne 6      82.0998A		level 2 line
131873	Ne 6      90.9397A		level 2 line
131878	Ne 6      82.8102A		level 2 line
131883	Ne 6      82.6398A		level 2 line
131888	Ne 6      79.1603A		level 2 line
131893	Ne 6      75.8898A		level 2 line
131898	Ne 6      82.2801A		level 2 line
131903	Ne 6      83.0703A		level 2 line
131908	Ne 6      81.9202A		level 2 line
131913	Ne 6      89.0202A		level 2 line
131918	Ne 6      89.2698A		level 2 line
131923	Ne 6      81.2902A		level 2 line
131928	Ne 6      77.1200A		level 2 line
131933	Ne 6      87.0504A		level 2 line
131938	Ne 6      88.4298A		level 2 line
131943	Ne 6      87.4401A		level 2 line
131948	Ne 6      75.1501A		level 2 line
131953	Ne 6      87.0701A		level 2 line
131958	Ne 6      99.7904A		level 2 line
131963	Ne 6      91.6296A		level 2 line
131968	Ne 6      74.6102A		level 2 line
